ID,Name,RAJ2000,DEJ2000,zlambda,lambda,Ng,iLum,Y5R500,e_Y5R500,SNR,dist_to_5th_neighbor_Mpc,neighbor_density_knn,feed_proxy,lensing_tightness_tsz,ambient_smoothing_proxy,choke_L1_tsz,choke_L2_tsz
1127,RMJ020017.0+274821.2,30.0709698,27.8058965,0.5517,195.54,95,89.135,1.699678,0.624585,4.97616,774.976937683791,2.1484916197144805e-09,195.54,1.699678,2.1484916197144805e-09,154692265527.27612,791102922.8151587
489,RMJ010819.0+275802.1,17.0793565,27.9672619,0.2487,78.06,139,51.547,2.340162,1.17333,4.5185,384.57031198618506,1.7582180581474036e-08,78.06,2.340162,1.7582180581474036e-08,10389669522.134169,133098507.84184176
860,RMJ010415.0+293335.1,16.062299,29.5597456,0.3595,115.1,185,66.01,3.13855,1.303678,4.97826,293.3817119954977,3.96005196068267e-08,115.1,3.13855,3.96005196068267e-08,9122281944.445116,79255273.19239892
1276,RMJ011007.2+321048.7,17.5299813,32.1801885,0.3525,70.7,123,55.341,2.390831,1.128412,4.66561,337.73978296560426,2.595693084816391e-08,70.7,2.390831,2.595693084816391e-08,6512008399.173149,92107615.26411809
2497,RMJ010140.9+345028.5,15.4205347,34.8412599,0.2233,47.46,83,40.805,2.151088,0.704948,5.81978,352.10071708896425,2.2908638091069314e-08,47.46,2.151088,2.2908638091069314e-08,4456425391.773897,93898554.39894433
207,RMJ085754.0+031035.2,134.4751077,3.1764365,0.2009,90.91,132,65.506,2.55573,0.949442,5.95827,262.4251227435982,5.5332943417740524e-08,90.91,2.55573,5.5332943417740524e-08,4198970811.039632,46188217.03926556
448,RMJ084527.8+032738.9,131.3656953,3.4608064,0.3487,90.16,165,72.348,2.839246,1.208137,4.98865,417.22871818251963,1.3768208024744952e-08,90.16,2.839246,1.3768208024744952e-08,18592573477.966606,206217540.79377338
79,RMJ094201.1+085819.9,145.5046344,8.9722027,0.2089,104.76,152,62.235,4.570556,3.806776,5.07984,229.16134049278418,8.30952000944497e-08,104.76,4.570556,8.30952000944497e-08,5762203424.69555,55003850.942111015
5,RMJ090912.2+105824.9,137.3007446,10.9735949,0.1705,174.7,231,112.058,3.911501,0.940982,8.42995,211.17033421275858,1.0619431752417634e-07,174.7,3.911501,1.0619431752417634e-07,6434800285.282968,36833430.36796204
938,RMJ093645.4+123018.2,144.1892031,12.5050687,0.3168,85.4,143,46.758,1.313016,0.380853,5.81092,305.031044076124,3.52344807919868e-08,85.4,1.313016,3.52344807919868e-08,3182438448.915686,37265087.22383707
658,RMJ094257.4+143028.4,145.7392562,14.5078821,0.3543,82.27,146,65.545,2.115276,1.187309,4.77063,308.287424703585,3.412970782495165e-08,82.27,2.115276,3.412970782495165e-08,5098893826.239386,61977559.575050265
49,RMJ092415.4+140742.1,141.0641936,14.1283725,0.136,92.11,121,61.466,4.904376,1.34267,7.01676,251.3590928455698,6.296746348711874e-08,92.11,4.904376,6.296746348711874e-08,7174214242.446226,77887463.27701907
27,RMJ094951.8+170710.6,147.4658411,17.1195975,0.3832,185.38,298,126.327,2.250464,0.440062,9.82794,347.9040207772422,2.3747705584301767e-08,185.38,2.250464,2.3747705584301767e-08,17567634685.33907,94765533.95910598
329,RMJ092804.5+203145.1,142.0188805,20.529197,0.2082,93.04,143,72.839,3.823488,2.02953,4.8426,304.1465083434148,3.5542788302739986e-08,93.04,3.823488,3.5542788302739986e-08,10008706140.046314,107574227.64452186
2192,RMJ091111.5+174628.9,137.7979849,17.7747004,0.5213,130.74,98,66.444,1.37747,0.441526,5.58758,606.7343507535193,4.4771768477705765e-09,130.74,1.37747,4.4771768477705765e-09,40224104144.93155,307664862.6658371
4248,RMJ081107.4+164304.6,122.7806833,16.7179569,0.093,34.01,47,19.605,3.370131,1.426301,4.63239,287.43794087860147,4.21083012075071e-08,34.01,3.370131,4.21083012075071e-08,2721984787.39783,80034836.44215907
103,RMJ075100.8+173753.8,117.7531383,17.6316018,0.1839,112.27,167,74.911,5.810598,1.914718,5.28183,315.50872751243594,3.183947285286271e-08,112.27,5.810598,3.183947285286271e-08,20488901951.193775,182496677.21736684
388,RMJ074323.1+173341.9,115.8462624,17.5616385,0.1011,54.42,64,35.374,3.092429,1.054064,4.83866,290.27373029440116,4.088620462328527e-08,54.42,3.092429,4.088620462328527e-08,4116057915.636329,75635022.33804354
858,RMJ081327.4+220331.4,123.3641036,22.0587294,0.3829,99.53,168,65.665,1.236013,0.410597,5.86092,390.3127770603456,1.6817510015543635e-08,99.53,1.236013,1.6817510015543635e-08,7315017132.518312,73495600.64822981
224,RMJ082728.4+223245.7,126.8684565,22.5460272,0.3365,119.21,222,78.546,1.608518,0.466229,6.95545,362.7079522813956,2.0956983311301497e-08,119.21,1.608518,2.0956983311301497e-08,9149763013.677353,76753317.78942499
1062,RMJ081435.5+271915.7,123.6477564,27.3210206,0.2831,81.3,132,71.456,1.228145,0.421427,4.96606,356.75352209397255,2.202394894869403e-08,81.3,1.228145,2.202394894869403e-08,4533618777.114028,55764068.59918854
482,RMJ081305.4+292014.8,123.2725143,29.3374538,0.3604,97.24,168,65.893,1.011536,0.36412,4.6393,268.4221854073104,5.170645651228938e-08,97.24,1.011536,5.170645651228938e-08,1902310993.1468961,19563050.114632826
208,RMJ093049.7+285108.0,142.7069495,28.8522261,0.2991,105.81,164,75.764,1.785653,0.630789,6.26546,356.75352209397255,2.202394894869403e-08,105.81,1.785653,2.202394894869403e-08,8578840441.836555,81077785.10383286
2336,RMJ083434.8+265656.3,128.6450161,26.9489825,0.4587,81.71,97,50.926,2.207815,1.146069,4.9816,442.1067602842106,1.1572269327355636e-08,81.71,2.207815,1.1572269327355636e-08,15589039500.104952,190784965.12183276
31,RMJ084257.6+362159.3,130.7398189,36.36646,0.2965,139.98,210,78.972,7.444807,0.715703,18.86364,282.1161943562815,4.4536486231966106e-08,139.98,7.444807,4.4536486231966106e-08,23399333266.485096,167161975.0427568
54,RMJ085007.9+360413.7,132.5329844,36.0704592,0.372,160.11,255,110.743,3.082039,0.848283,7.22065,282.1161943562815,4.4536486231966106e-08,160.11,3.082039,4.4536486231966106e-08,11080022382.542942,69202563.12874237
363,RMJ100655.7+315934.9,151.7320863,31.9930185,0.3748,114.89,205,75.106,1.24176,0.391548,5.48132,474.53055171352105,9.358526262415177e-09,114.89,1.24176,9.358526262415177e-09,15244473584.795166,132687558.40190761
693,RMJ101017.3+324954.6,152.5722473,32.8318431,0.302,76.68,156,60.731,2.06332,0.729818,5.85427,398.68053710777355,1.5780650300696387e-08,76.68,2.06332,1.5780650300696387e-08,10025909869.697708,130749998.30070041
248,RMJ103144.3+350229.0,157.9347143,35.0413953,0.1254,68.33,88,48.035,1.933558,0.551067,6.72116,197.31837951817369,1.3016594615808215e-07,68.33,1.933558,1.3016594615808215e-07,1015012159.7821347,14854561.09735306
373,RMJ101622.9+333817.4,154.0952386,33.6381652,0.129,65.4,93,45.47,3.719381,0.867033,7.82347,214.76712440053802,1.0094773832553741e-07,65.4,3.719381,1.0094773832553741e-07,2409638110.1236033,36844619.4208502
424,RMJ110608.5+333339.7,166.5353534,33.5610237,0.4973,167.24,147,99.736,1.996677,0.744262,5.10765,580.4565623908684,5.113176961957701e-09,167.24,1.996677,5.113176961957701e-09,65306611518.51651,390496361.6271018
37,RMJ113613.0+400235.8,174.0543538,40.0432723,0.2946,155.13,278,118.396,2.244298,1.209427,5.60437,354.1202539306928,2.2518927312853146e-08,155.13,2.244298,2.2518927312853146e-08,15460680870.94369,99662740.09504087
97,RMJ115353.2+425213.2,178.4715915,42.8703458,0.3329,117.06,200,80.563,0.989761,0.39758,4.81041,259.61357093386624,5.7150209588926136e-08,117.06,0.989761,5.7150209588926136e-08,2027314046.4991436,17318589.155126803
3019,RMJ112337.7+430328.0,170.9071336,43.0577886,0.1918,47.13,90,35.299,3.974026,2.793673,5.4742,272.5291997188108,4.940385942055176e-08,47.13,3.974026,4.940385942055176e-08,3791117689.5237837,80439586.02851227
83,RMJ115914.9+494748.4,179.8118882,49.7967864,0.3632,133.62,227,97.323,2.605409,0.54222,10.17122,296.49922883090255,3.83644781910679e-08,133.62,2.605409,3.83644781910679e-08,9074403380.287693,67912014.52093767
109,RMJ114852.3+513308.0,177.2179579,51.5522232,0.1348,76.31,106,50.215,2.01253,0.833341,4.8855,162.1539826610643,2.3454011863091502e-07,76.31,2.01253,2.3454011863091502e-07,654796992.4995037,8580749.475815801
2916,RMJ101945.7+405938.9,154.9403103,40.9941271,0.0877,33.52,48,18.025,4.261852,1.930344,4.9681,201.1016399403495,1.2295697312230323e-07,33.52,4.261852,1.2295697312230323e-07,1161847721.2992408,34661328.20105133
2220,RMJ093930.4+404710.4,144.8767096,40.7862247,0.2394,54.86,111,35.402,1.837718,0.74489,5.20047,309.880186812658,3.360613538659998e-08,54.86,1.837718,3.360613538659998e-08,2999964391.0319896,54684002.75304391
1948,RMJ091051.0+385022.4,137.7126681,38.8395429,0.5715,143.03,91,86.436,1.487982,0.530568,5.75956,762.1535610613605,2.25877280618076e-09,143.03,1.487982,2.25877280618076e-09,94221988540.6963,658756824.0278004
3039,RMJ095249.2+515305.4,148.2048763,51.8848374,0.2153,49.7,87,42.191,1.167596,0.431497,4.95217,210.38784985527155,1.0738361853848719e-07,49.7,1.167596,1.0738361853848719e-07,540394540.5248356,10873129.588024862
404,RMJ102339.9+490838.4,155.9163159,49.1440034,0.1425,68.62,91,44.534,3.809337,0.706245,11.16648,167.05695026474535,2.1448965643344768e-07,68.62,3.809337,2.1448965643344768e-07,1218691424.5028257,17760003.2716821
524,RMJ113241.9+541310.4,173.1744786,54.2195612,0.3539,98.34,179,65.764,1.922667,0.878361,4.74499,298.53862338983265,3.7583603899455654e-08,98.34,1.922667,3.7583603899455654e-08,5030786118.484462,51157068.52231505
215,RMJ111514.8+531954.6,168.8118656,53.3318236,0.4713,184.82,193,106.09,2.041539,0.658089,8.58441,441.0031742502928,1.1659363803703373e-08,184.82,2.041539,1.1659363803703373e-08,32361734682.31195,175098661.84564415
189,RMJ114224.8+583205.6,175.6032481,58.5348772,0.335,105.89,170,92.745,1.514204,0.235247,10.64874,234.56235827856503,7.748632110000174e-08,105.89,1.514204,7.748632110000174e-08,2069256344.653023,19541565.25312138
293,RMJ102228.4+500620.2,155.6184311,50.1056177,0.1589,79.18,121,63.908,3.284217,0.71138,9.65552,211.00447149354184,1.0644494056395838e-07,79.18,3.284217,1.0644494056395838e-07,2442993539.0282836,30853669.34867749
1237,RMJ105452.0+552112.6,163.7168478,55.3534915,0.4853,120.5,126,78.98,1.07037,0.479847,4.61584,490.27067792088894,8.485789232851416e-09,120.5,1.07037,8.485789232851416e-09,15199480149.786842,126136764.7285215
114,RMJ105823.7+564742.0,164.5986581,56.7950042,0.1403,90.15,107,65.014,5.907014,0.795964,15.99257,163.72078962914833,2.2787071142620665e-07,90.15,5.907014,2.2787071142620665e-07,2336927412.7730527,25922655.715729926
336,RMJ111456.8+592649.3,168.7367366,59.4470295,0.3658,93.17,161,64.487,1.02225,0.29595,5.86,296.49922883090255,3.83644781910679e-08,93.17,1.02225,3.83644781910679e-08,2482583811.6618695,26645742.316860247
213,RMJ115049.1+621948.4,177.7047031,62.3301096,0.3411,113.1,202,77.209,0.804526,0.235468,5.03832,207.12524354609647,1.1253844337771412e-07,113.1,0.804526,1.1253844337771412e-07,808540511.7485304,7148899.308121401
1466,RMJ114649.1+650506.8,176.7046887,65.0852347,0.5238,123.25,76,67.713,0.888056,0.353224,5.02731,644.675749487871,3.732295305063121e-09,123.25,0.888056,3.732295305063121e-09,29325895475.50523,237938300.00409922
22,RMJ073220.3+314120.7,113.0846444,31.6890833,0.1805,120.09,195,77.444,2.911697,0.828675,8.14396,393.49830527211856,1.6412373857108674e-08,120.09,2.911697,1.6412373857108674e-08,21305004125.198483,177408644.55990076
720,RMJ082607.3+364738.5,126.5304403,36.7940402,0.365,89.64,175,63.124,6.473143,3.330921,4.51375,266.7045305731399,5.271191817134337e-08,89.64,6.473143,5.271191817134337e-08,11007995129.94107,122802266.06359962
260,RMJ080056.8+360323.5,120.236741,36.056537,0.2965,107.93,187,78.791,6.411501,2.530474,6.75058,290.59429004473117,4.075104692066019e-08,107.93,6.411501,4.075104692066019e-08,16980994482.84774,157333405.75231853
306,RMJ080747.3+394635.6,121.9471756,39.7765563,0.3653,125.72,210,92.431,1.252954,0.395197,5.46934,268.78471087811266,5.149752011345714e-08,125.72,1.252954,5.149752011345714e-08,3058814803.760562,24330375.467392314
128,RMJ082944.9+382754.4,127.4372155,38.4651126,0.3764,145.69,238,98.728,4.174519,1.705354,6.19264,306.43373404127857,3.475283833534681e-08,145.69,4.174519,3.475283833534681e-08,17500316585.405907,120120231.89927866
463,RMJ082805.9+444600.3,127.0244727,44.7667578,0.1533,56.19,76,45.369,1.009781,0.271138,4.91371,265.8074291470628,5.324743044453133e-08,56.19,1.009781,5.324743044453133e-08,1065583708.2900462,18963938.570742946
11,RMJ082529.1+470800.9,126.3710923,47.1335713,0.1277,131.58,160,82.224,2.213008,0.690816,7.44124,242.6868243189103,6.996186913335916e-08,131.58,2.213008,6.996186913335916e-08,4162089953.3851385,31631630.59268231
2584,RMJ081646.0+493258.8,124.191516,49.5496593,0.3469,63.95,146,52.819,1.996827,0.704882,5.79713,366.7291977643908,2.0275124734984462e-08,63.95,1.996827,2.0275124734984462e-08,6298214601.346464,98486545.75991343
3602,RMJ085058.7+483002.6,132.744463,48.5007238,0.5335,132.65,91,57.387,1.810108,0.543033,7.18354,675.6649974751997,3.2419457021397668e-09,132.65,1.810108,3.2419457021397668e-09,74063802500.30737,558340011.3102704
635,RMJ090302.2+521332.2,135.7592524,52.225606,0.2126,73.76,109,38.11,1.645886,0.606097,5.38213,239.02865988074427,7.322343025947783e-08,73.76,1.645886,7.322343025947783e-08,1657946792.847584,22477586.670927115
1807,RMJ093819.7+520304.5,144.5819284,52.0512503,0.3642,83.39,169,61.524,1.363246,0.363329,6.72144,367.5412277438162,2.0141036422268585e-08,83.39,1.363246,2.0141036422268585e-08,5644251941.985989,67684997.5055281
13,RMJ091753.4+514337.5,139.4725831,51.7270958,0.2269,153.61,223,115.654,4.408163,0.739971,12.36306,202.24812062896632,1.2087779133049e-07,153.61,4.408163,1.2087779133049e-07,5601838939.782149,36467931.38325727
305,RMJ092200.5+515521.0,140.5021024,51.9224998,0.21,91.85,147,70.493,2.639577,1.225022,4.96161,221.6306349337669,9.185665536811921e-08,91.85,2.639577,9.185665536811921e-08,2639385752.490022,28735827.46314668
1024,RMJ091944.3+562201.4,139.9344317,56.3670574,0.2709,67.03,116,45.25,1.732637,0.8318,5.08733,246.15800275418502,6.704372274437769e-08,67.03,1.732637,6.704372274437769e-08,1732282357.7803102,25843388.897214834
135,RMJ091105.6+610747.4,137.7733266,61.1298254,0.2896,111.5,198,85.013,1.924112,0.620027,6.40044,349.3331911058894,2.345743095400238e-08,111.5,1.924112,2.345743095400238e-08,9145864626.893202,82025691.72101526
75,RMJ101734.3+593339.8,154.3930239,59.561061,0.2891,123.77,208,80.636,1.020599,0.185652,6.61387,324.512479780202,2.9262120246721536e-08,123.77,1.020599,2.9262120246721536e-08,4316827938.814604,34877821.271831654
450,RMJ102320.8+594839.7,155.8367123,59.8110322,0.2025,75.27,113,64.766,1.734343,0.770255,5.01426,218.23265621499715,9.62145568473231e-08,75.27,1.734343,9.62145568473231e-08,1356800902.9772089,18025785.87720485
544,RMJ100838.3+604644.2,152.1594549,60.7789489,0.3977,101.94,155,66.969,1.664461,0.611061,5.24259,383.04570957524544,1.7792959624080028e-08,101.94,1.664461,1.7792959624080028e-08,9536083817.689938,93546044.90572825
357,RMJ113314.7+662246.3,173.3113601,66.3795322,0.121,57.81,71,41.117,3.126199,0.610988,9.16206,153.9055525402152,2.743071543226629e-07,57.81,3.126199,2.743071543226629e-07,658843786.3979865,11396709.676491722
3244,RMJ143312.4+122756.8,218.3015125,12.4657709,0.2362,46.43,71,34.984,1.360977,0.424082,5.65158,237.59104878468096,7.456066557235705e-08,46.43,1.360977,7.456066557235705e-08,847499973.6781776,18253283.94740852
1132,RMJ144756.9+144532.6,221.9872289,14.7590606,0.2203,66.36,111,55.079,2.647059,1.236014,4.99666,246.2892488434908,6.69365982364138e-08,66.36,2.647059,6.69365982364138e-08,2624256981.5034437,39545765.24266793
823,RMJ154018.0+175304.2,235.0749166,17.8844978,0.0883,42.18,55,24.208,3.764905,1.141827,6.91491,169.25965494963248,2.0622420896893803e-07,42.18,3.764905,2.0622420896893803e-07,770053592.126613,18256367.760232646
611,RMJ135938.0+141648.4,209.9084962,14.2801116,0.2098,72.24,122,49.436,5.353469,1.285472,9.51518,188.80608552582532,1.4857715407735232e-07,72.24,5.353469,1.4857715407735232e-07,2602921041.0010815,36031575.872108
172,RMJ140358.9+154409.6,210.995264,15.7359872,0.1807,81.73,114,54.537,2.68569,1.310455,4.62169,225.4036979576657,8.73206358882901e-08,81.73,2.68569,8.73206358882901e-08,2513740783.802923,30756647.299680937
362,RMJ135403.0+145440.5,208.5123762,14.9112489,0.1262,61.65,81,41.512,2.504752,1.143968,5.07538,233.20332346861335,7.884892809444319e-08,61.65,2.504752,7.884892809444319e-08,1958402790.3973808,31766468.619584445
1285,RMJ141438.9+270311.1,213.662227,27.053074,0.4786,133.41,138,77.821,3.459252,1.034107,7.40165,603.6107149977195,4.547044226334484e-09,133.41,3.459252,4.547044226334484e-09,101494242489.9238,760769376.2830657
78,RMJ150019.5+212209.9,225.0813243,21.3694139,0.1598,91.82,123,62.609,4.626342,1.301036,7.52451,215.43219802482935,1.0001569621646279e-07,91.82,4.626342,1.0001569621646279e-07,4247240568.3266997,46256159.53307232
1211,RMJ145332.1+280358.0,223.3838347,28.0661185,0.2569,65.83,105,45.14,2.148149,0.809342,4.8972,260.6384940550837,5.647865256539427e-08,65.83,2.148149,5.647865256539427e-08,2503824759.38611,38034706.96317955
1249,RMJ153950.8+304304.0,234.9615724,30.7177776,0.0978,44.93,55,31.211,3.394389,1.331867,4.84985,105.7864278052919,8.447148782267953e-07,44.93,3.394389,8.447148782267953e-07,180546006.35204273,4018384.294503511
92,RMJ152407.4+295320.3,231.0309334,29.8889592,0.1169,96.77,145,64.246,13.281542,2.21515,12.92534,137.86073396511063,3.8166140173705863e-07,96.77,13.281542,3.8166140173705863e-07,3367526329.595839,34799280.04129212
133,RMJ144431.8+311336.0,221.1324748,31.2266712,0.2384,114.8,172,81.993,1.286284,0.377239,6.14944,239.1353701769882,7.312544967576326e-08,114.8,1.286284,7.312544967576326e-08,2019343523.4209888,17590100.37823161
477,RMJ143201.0+293253.3,218.0041127,29.5481375,0.2223,86.1,121,63.056,1.775363,0.412798,6.6217,239.76547716138666,7.255043938759263e-08,86.1,1.775363,7.255043938759263e-08,2106930786.2267952,24470740.838871025
1999,RMJ143242.6+313407.1,218.1776124,31.5686268,0.137,40.46,55,25.398,1.080058,0.274476,5.57971,161.3529799121882,2.3805046192625358e-07,40.46,1.080058,2.3805046192625358e-07,183570938.3901036,4537096.846023322
55,RMJ151011.7+332911.3,227.5488032,33.4864677,0.1192,99.8,128,72.548,5.529096,0.778636,15.90024,163.14468280958292,2.3029326037389628e-07,99.8,5.529096,2.3029326037389628e-07,2396091747.991714,24008935.350618374
460,RMJ144415.9+355713.1,221.0660512,35.9536256,0.3621,97.35,168,60.977,2.646044,1.622947,4.66757,473.0604888156706,9.446044155733729e-09,97.35,2.646044,9.446044155733729e-09,27269868651.168854,280121917.32068676
1,RMJ155820.0+271400.3,239.5833291,27.2334129,0.0948,169.84,203,115.15,33.621746,2.701004,28.38608,112.38321683627876,7.045237250604315e-07,169.84,33.621746,7.045237250604315e-07,8105216527.875182,47722659.72606678
131,RMJ162031.1+295327.7,245.1297049,29.891029,0.0934,77.3,100,49.326,4.302374,1.240862,7.9889,105.7268949720337,8.461426112092142e-07,77.3,4.302374,8.461426112092142e-07,393046639.88582546,5084691.330993861
1467,RMJ162356.7+370019.0,245.9862745,37.0052835,0.3428,67.13,111,41.371,1.762674,0.693743,5.40143,467.0624873206882,9.814654965503574e-09,67.13,1.762674,9.814654965503574e-09,12056287871.137482,179596124.9983239
14,RMJ172227.2+320757.2,260.613259,32.1325684,0.2293,179.95,272,134.45,4.058139,0.584038,14.03012,280.8676417865236,4.5133070073607633e-08,179.95,4.058139,4.5133070073607633e-08,16180200280.171804,89914977.93927094
1117,RMJ171755.7+323437.6,259.4819617,32.5771033,0.1148,47.04,63,31.313,3.152592,1.455348,5.24777,180.8219797393739,1.6914000555119857e-07,47.04,3.152592,1.6914000555119857e-07,876776178.389744,18638949.370530274
95,RMJ170245.5+340340.1,255.6897736,34.0611496,0.0967,85.52,107,50.133,9.144819,1.682605,12.73948,130.24139334401482,4.5263996739249717e-07,85.52,9.144819,4.5263996739249717e-07,1727785828.072599,20203295.463898495
18,RMJ170948.6+342728.3,257.4523764,34.4578606,0.085,112.78,137,82.193,9.05448,1.792625,11.62464,143.00691632815526,3.4192343983889705e-07,112.78,9.05448,3.4192343983889705e-07,2986528957.7138634,26481015.762669474
4342,RMJ163851.8+413737.1,249.7156266,41.626977,0.3623,49.77,93,39.287,1.219107,0.43587,5.21985,526.6164488644305,6.8472587472631826e-09,49.77,1.219107,6.8472587472631826e-09,8861203823.245543,178043074.60810813
1136,RMJ171706.8+422517.3,259.2782023,42.4214735,0.1793,56.46,80,28.665,1.829035,0.518344,8.43776,246.23615521109787,6.697990633820736e-08,56.46,1.829035,6.697990633820736e-08,1541765609.2046998,27307219.4333103
504,RMJ154833.7+360535.7,237.1405342,36.0932368,0.2492,87.93,136,74.078,2.107438,0.657051,6.85405,260.6384940550837,5.647865256539427e-08,87.93,2.107438,5.647865256539427e-08,3281009990.906578,37313885.94230158
519,RMJ153519.5+342128.7,233.8310814,34.3579723,0.2322,82.82,128,54.533,1.467259,0.542708,5.19457,239.1719763984249,7.309187839250448e-08,82.82,1.467259,7.309187839250448e-08,1662542994.550563,20074172.83929683
19,RMJ153940.5+342527.3,234.9187201,34.4242463,0.2338,151.49,224,97.625,3.066711,0.616419,8.39736,248.3842653766568,6.525709816800757e-08,151.49,3.066711,6.525709816800757e-08,7119165001.697232,46994290.06335225
1019,RMJ153754.2+392444.8,234.4759373,39.4124463,0.4215,87.35,134,61.834,1.473789,0.458546,6.35144,536.496726131657,6.475879688612455e-09,87.35,1.473789,6.475879688612455e-09,19879224960.95404,227581281.75104797
909,RMJ162414.0+411437.6,246.0583041,41.2437817,0.1885,56.26,80,42.338,1.378234,0.510332,5.18461,254.01294572997213,6.10144143735724e-08,56.26,1.378234,6.10144143735724e-08,1270838139.414892,22588662.27186086
13095,RMJ153906.4+503644.9,234.7765779,50.6124757,0.5015,54.94,56,35.337,2.48253,1.592451,4.76356,676.190584978194,3.2343919054535383e-09,54.94,2.48253,3.2343919054535383e-09,42168729760.30865,767541495.4551992
2296,RMJ155318.9+510724.9,238.3285967,51.1235919,0.2411,48.1,83,35.792,1.951794,0.98312,4.66116,295.66214003798444,3.869125811778017e-08,48.1,1.951794,3.869125811778017e-08,2426421263.2790513,50445348.50891998
2,RMJ164019.8+464241.5,250.0825484,46.7115314,0.2328,199.54,287,132.716,12.141486,0.942547,27.43035,280.44610651323313,4.5336893105280173e-08,199.54,12.141486,4.5336893105280173e-08,53437982854.582466,267805867.76878053
431,RMJ162659.0+552829.8,246.7458322,55.4749539,0.1381,63.46,87,41.967,2.720767,0.975525,6.41603,246.23615521109787,6.697990633820736e-08,63.46,2.720767,6.697990633820736e-08,2577786134.070922,40620645.037360884
1679,RMJ134931.6+280001.6,207.3815069,28.0004514,0.0837,36.71,50,28.432,5.931287,1.788779,7.61657,202.3630921344326,1.2067188015561374e-07,36.71,5.931287,1.2067188015561374e-07,1804376839.8173144,49152188.49951823
893,RMJ130558.9+263048.4,196.4954146,26.5134462,0.3163,70.27,136,54.717,3.400301,1.474107,5.34141,316.81525597905005,3.144718245652812e-08,70.27,3.400301,3.144718245652812e-08,7598109992.85243,108127365.77276833
907,RMJ132248.8+313917.8,200.7032031,31.6549493,0.3259,88.38,164,66.174,1.91183,0.434187,8.99457,359.27286457861317,2.156387222542175e-08,88.38,1.91183,2.156387222542175e-08,7835676896.694061,88658937.50502446
299,RMJ130550.8+305417.4,196.4615396,30.9048299,0.187,74.27,102,49.673,2.661633,0.77199,8.04678,252.24009777082304,6.230998142222507e-08,74.27,2.661633,6.230998142222507e-08,3172517121.6226773,42715997.32897102
180,RMJ142140.1+371728.7,215.4170017,37.2912994,0.1631,82.52,111,54.611,2.863252,0.826451,7.06509,215.43219802482935,1.0001569621646279e-07,82.52,2.863252,1.0001569621646279e-07,2362384745.376682,28628026.482994206
65,RMJ142556.7+374859.2,216.4861181,37.8164556,0.1705,103.34,144,64.91,4.953658,0.590582,17.8133,235.57555445272686,7.649082307500452e-08,103.34,4.953658,7.649082307500452e-08,6692450115.460727,64761468.11941868
1481,RMJ140344.1+382703.9,210.9338937,38.4510923,0.4845,113.3,114,71.433,1.626152,0.792879,5.73757,606.7221301658049,4.477447390899191e-09,113.3,1.626152,4.477447390899191e-09,41149120361.41179,363187293.56938916
3378,RMJ142040.4+395510.4,215.1682783,39.9195443,0.5791,129.98,87,78.485,1.800829,0.703542,6.40328,726.0962509687628,2.6122661140449504e-09,129.98,1.800829,2.6122661140449504e-09,89604865354.8366,689374252.61453
15095,RMJ142716.1+440730.6,216.8171952,44.1251712,0.5099,64.62,71,37.93,0.958789,0.364103,5.30269,550.1554680994309,6.0054243207853525e-09,64.62,0.958789,6.0054243207853525e-09,10316830563.58916,159653831.06761312
527,RMJ140026.7+410140.5,210.1114189,41.0279213,0.2504,76.29,113,52.924,1.843854,0.662327,5.48548,251.2085284766633,6.308075191631581e-08,76.29,1.843854,6.308075191631581e-08,2229961079.833235,29230057.410318978
776,RMJ134344.4+400424.6,205.9349566,40.0734911,0.2293,71.41,116,52.119,1.550076,0.610759,5.1209,239.18384687407496,7.30809964832772e-08,71.41,1.550076,7.30809964832772e-08,1514633522.8930397,21210384.020347845
6,RMJ133520.1+410004.1,203.8337227,41.0011464,0.2317,189.18,277,128.979,6.085056,0.680894,17.62787,251.79853030908635,6.263836704043483e-08,189.18,6.085056,6.263836704043483e-08,18378047648.28698,97145827.50971022
5570,RMJ141343.5+433841.1,213.4312442,43.6447537,0.0901,25.37,32,15.776,1.114228,0.411369,5.38624,169.10202727767566,2.0680143952286158e-07,25.37,1.114228,2.0680143952286158e-07,136691332.6387896,5387912.204918785
84,RMJ123030.5+343801.4,187.6272736,34.6337247,0.3378,133.33,235,78.008,1.116534,0.319319,6.09016,259.61357093386624,5.7150209588926136e-08,133.33,1.116534,5.7150209588926136e-08,2604845709.067106,19536831.23878426
841,RMJ121826.4+401328.8,184.6100262,40.2246584,0.3244,76.07,145,55.761,2.133985,0.791599,5.46072,285.1251116856218,4.314133645688584e-08,76.07,2.133985,4.314133645688584e-08,3762800420.2472944,49464972.00272506
160,RMJ122902.5+473720.6,187.2605719,47.6223791,0.2527,111.62,169,86.918,3.05431,0.78359,8.94485,284.0295972551269,4.364245834216381e-08,111.62,3.05431,4.364245834216381e-08,7811706653.349284,69984829.36166713
307,RMJ133029.5+490847.9,202.6227524,49.1466346,0.3353,117.89,207,79.184,1.083413,0.434911,5.33447,284.22703783544847,4.3551571760474264e-08,117.89,1.083413,4.3551571760474264e-08,2932696878.828079,24876553.387293912
267,RMJ131258.0+461530.3,198.2417408,46.2584081,0.1808,80.63,119,52.473,3.132363,0.638937,8.31206,210.44782119681844,1.0729184132818551e-07,80.63,3.132363,1.0729184132818551e-07,2353976085.8186703,29194792.085063506
