WISE,HIIName,GLON,GLAT,Rad,Dist,RGal,Z,DV1,R_pc,group_multiplicity,driving_proxy,ambient_resistance_proxy,existing_bubble_strength,choke_B1,choke_B2
G027.187-00.080,G027.190-00.080,27.188,-0.08,16,13.2,6.8,-18.0,25.6,1.02392649450334,1,655.3600000000001,0.12709033542031234,1,5156.647024595519,5156.647024595519
G027.281-00.132,G027.307-00.144,27.281,-0.132,245,5.5,4.4,-12.0,32.7,6.532864352950997,1,1069.2900000000002,0.262594868838407,1,4072.014067639719,4072.014067639719
G027.366-00.164,G027.366-00.164,27.366,-0.164,42,7.5,3.9,-21.0,23.0,1.5271630954950384,1,529.0,0.28527954657107707,1,1854.3215115080122,1854.3215115080122
G027.279+00.160,G027.276+00.148,27.279,0.16,50,12.5,6.3,34.0,17.5,3.0300855069345998,2,306.25,0.13177403667216134,2,2324.05417435845,1162.027087179225
G027.279+00.143,G027.276+00.148,27.28,0.144,33,12.5,6.3,31.0,17.5,1.999856434576836,2,306.25,0.13443604879367388,2,2278.0348183991787,1139.0174091995893
G027.476+00.179,G027.491+00.189,27.476,0.179,125,12.6,6.4,39.0,22.5,7.635815477475191,1,506.25,0.12386395799725064,1,4087.145350314391,4087.145350314391
G027.611+00.020,G027.614+00.024,27.611,0.02,66,9.7,4.5,3.0,25.2,3.1037771864632493,1,635.04,0.2709789095379095,1,2343.503415387237,2343.503415387237
G027.562+00.084,G027.562+00.084,27.562,0.084,42,9.8,4.5,14.0,22.4,1.9954931114468502,1,501.75999999999993,0.25181826581252914,1,1992.5480718445763,1992.5480718445763
G027.564+00.090,G027.562+00.084,27.565,0.09,19,9.8,4.5,15.0,22.4,0.902723074225956,1,501.75999999999993,0.25014506092046973,1,2005.8761030645646,2005.8761030645646
G027.682+00.076,G027.682+00.076,27.682,0.076,116,6.0,4.2,7.0,18.8,3.374303220522371,1,353.44000000000005,0.2874614063130629,1,1229.5215713760285,1229.5215713760285
G027.934+00.206,G027.934+00.206,27.934,0.206,42,3.0,6.0,10.0,31.9,0.6108652381980153,1,1017.6099999999999,0.16847761596490396,1,6040.030862093758,6040.030862093758
G027.980+00.080,G027.980+00.080,27.98,0.08,60,10.3,4.8,14.0,23.0,2.996148549256932,1,529.0,0.23113301659707913,1,2288.725374627785,2288.725374627785
G028.022-00.043,G028.001-00.031,28.022,-0.042,198,9.0,4.3,-6.0,15.9,8.639379797371932,1,252.81,0.2812330965088784,1,898.9340271052305,898.9340271052305
G028.146+00.146,G028.146+00.146,28.147,0.147,146,5.4,4.5,13.0,40.3,3.8222710618675815,1,1624.0899999999997,0.2535026626689652,1,6406.599374148614,6406.599374148614
G027.997+00.317,G027.997+00.317,27.997,0.317,165,9.4,4.4,52.0,22.7,7.519460194008903,1,515.29,0.20112885155248394,1,2561.98947104084,2561.98947104084
G026.796+03.529,S62,26.796,3.529,591,3.2,5.8,196.0,53.8,9.168796337143544,1,2894.4399999999996,0.05162188730723695,1,56070.01508436178,56070.01508436178
G026.802+03.526,S62,26.803,3.527,69,3.2,5.8,196.0,53.8,1.0704686078898553,1,2894.4399999999996,0.05162188730723695,1,56070.01508436178,56070.01508436178
G028.286-00.371,G028.295-00.377,28.287,-0.37,22,3.3,5.8,-21.0,25.9,0.3519747324855231,1,670.81,0.16577184609172274,1,4046.585809443396,4046.585809443396
G028.305-00.390,G028.304-00.390,28.305,-0.39,66,4.8,4.8,-32.0,21.5,1.53588974175501,1,462.25,0.20499659602003545,1,2254.915491156847,2254.915491156847
G028.287-00.365,G028.295-00.377,28.288,-0.365,60,3.3,5.8,-21.0,25.9,0.9599310885968813,1,670.81,0.16577184609172274,1,4046.585809443396,4046.585809443396
G028.200-00.050,G028.200-00.050,28.2,-0.05,60,5.8,4.4,-5.0,22.1,1.6871516102611852,1,488.4100000000001,0.27513973296935745,1,1775.1343825517004,1775.1343825517004
G028.246+00.013,G028.250+00.010,28.246,0.013,60,7.5,4.1,1.0,27.4,2.1816615649929116,1,750.7599999999999,0.30786458921239723,1,2438.604588857236,2438.604588857236
G028.438+00.014,G028.440-00.002,28.438,0.014,34,5.8,4.4,1.0,19.8,0.956052579148005,1,392.04,0.2825754953814851,1,1387.3814481709912,1387.3814481709912
G028.590-00.352,G028.600-00.360,28.591,-0.352,67,5.4,4.6,-33.0,19.7,1.754055898254301,1,388.09,0.2156096430682815,1,1799.9658757242855,1799.9658757242855
G028.823-00.226,G028.823-00.226,28.823,-0.226,134,5.5,4.5,-21.0,19.9,3.57307682977728,1,396.00999999999993,0.24033673278850184,1,1647.7298139377294,1647.7298139377294
G028.983-00.604,G028.983-00.603; S65,28.983,-0.603,179,3.5,5.7,-37.0,24.5,3.037357712151243,1,600.25,0.15331845810403558,1,3915.053721664062,3915.053721664062
G028.607+00.019,G028.610+00.020,28.608,0.02,21,6.2,4.2,2.0,22.5,0.6312274128046158,1,506.25,0.2972049433108158,1,1703.3700528680831,1703.3700528680831
G028.610+00.015,G028.610+00.020,28.61,0.016,54,6.2,4.2,1.0,22.5,1.6231562043547263,1,506.25,0.29919292885513166,1,1692.0520212064396,1692.0520212064396
G028.651+00.026,G028.658+00.030,28.652,0.027,33,8.7,4.3,4.0,22.0,1.3919000784654778,1,484.0,0.2850079811022353,1,1698.1980579216981,1698.1980579216981
G028.679+00.044,G028.696+00.048,28.679,0.044,104,7.5,4.2,5.0,19.9,3.781546712654381,1,396.00999999999993,0.29131989113347107,1,1359.3647809601991,1359.3647809601991
G028.638+00.194,G028.638+00.194,28.638,0.194,149,7.5,4.2,25.0,32.6,5.417792886399064,1,1062.76,0.25495539602650996,1,4168.415403490795,4168.415403490795
G028.861+00.065,G028.860+00.070,28.862,0.065,60,8.7,4.3,9.0,23.0,2.5307274153917776,1,529.0,0.2756643080879533,1,1919.000699325999,1919.000699325999
G028.688+00.177,G028.688+00.178,28.688,0.178,42,9.6,4.6,29.0,26.3,1.9547687622336491,1,691.69,0.22143658075669576,1,3123.6483043422572,3123.6483043422572
G028.801+00.170,G028.801+00.174,28.801,0.17,60,8.2,4.2,24.0,27.5,2.385283311058917,1,756.25,0.25666077695355594,1,2946.4961844826303,2946.4961844826303
G028.823+00.236,G028.787+00.252,28.824,0.236,157,8.9,4.4,36.0,34.4,6.774301566143546,1,1183.36,0.22376858649504547,1,5288.32048562009,5288.32048562009
G028.774+00.285,G028.764+00.281,28.775,0.286,122,7.4,4.1,37.0,12.5,4.37689791305689,1,156.25,0.24217486331028112,1,645.1949548529658,645.1949548529658
G029.000+00.084,G029.007+00.076,29.0,0.085,116,10.6,5.2,15.0,21.7,5.961269022922855,1,470.89,0.20480145410615383,1,2299.2512531474786,2299.2512531474786
G029.019+00.165,G029.019+00.170,29.02,0.166,106,11.2,5.6,32.0,23.1,5.755708022132411,1,533.61,0.16310953119364122,1,3271.4826417256154,3271.4826417256154
G029.065+00.387,G029.139+00.431,29.066,0.387,454,13.2,7.1,89.0,26.7,29.053914281532272,1,712.89,0.07266432269263648,1,9810.729304055585,9810.729304055585
G029.110-00.023,G029.136-00.042,29.111,-0.023,176,11.4,5.7,-4.0,25.8,9.727301697781728,1,665.64,0.19104656301297498,1,3484.1767865501606,3484.1767865501606
G029.165-00.035,G029.205-00.047,29.166,-0.035,274,10.9,5.4,-6.0,25.0,14.479445400017402,1,625.0,0.20538743783887556,1,3043.029342867145,3043.029342867145
G029.956-00.020,G029.960-00.020; G29,29.956,-0.019,94,9.1,4.6,-3.0,32.2,4.147096228210971,1,1036.8400000000001,0.2633462127295288,1,3937.1745249470987,3937.1745249470987
G030.036-00.167,G030.069-00.160,30.037,-0.166,265,8.7,4.4,-25.0,32.1,11.177379417980353,1,1030.41,0.24079495330338282,1,4279.200979356756,4279.200979356756
G030.365-00.490,G030.371-00.486,30.365,-0.49,230,8.2,4.4,-70.0,21.1,9.143586025725849,1,445.21000000000004,0.1783852888553494,1,2495.7775546223193,2495.7775546223193
G030.022-00.042,G030.022-00.044,30.022,-0.042,60,8.9,4.5,-6.0,21.7,2.588905057124922,1,470.89,0.26561316762317017,1,1772.8413249002003,1772.8413249002003
G030.026+00.109,G030.024+00.110,30.026,0.109,52,7.4,4.4,14.0,26.5,1.8655630449094946,1,702.25,0.2591168422903817,1,2710.1673275757857,2710.1673275757857
G030.234-00.139,G030.234-00.139,30.234,-0.139,42,7.3,4.3,-17.0,18.9,1.4864387462818374,1,357.2099999999999,0.26134738962792176,1,1366.8014840651633,1366.8014840651633
G030.338-00.252,G030.404-00.238,30.338,-0.251,371,8.2,4.4,-35.0,25.7,14.749001806714304,1,660.49,0.22526536077567685,1,2932.0531027303723,2932.0531027303723
G030.311-00.215,G030.323-00.210,30.311,-0.214,52,7.3,4.3,-27.0,24.5,1.8403527334917988,2,600.25,0.24449230851670056,2,2455.0874571131903,1227.5437285565952
G030.321-00.210,G030.323-00.210,30.321,-0.209,98,7.3,4.3,-26.0,24.5,3.46835707465762,2,600.25,0.24612770249640067,2,2438.774643861058,1219.387321930529
G030.380-00.110,G030.380-00.110,30.38,-0.11,60,6.2,4.4,-11.0,39.9,1.8035068937274739,1,1592.01,0.26435134972814894,1,6022.325975022165,6022.325975022165
G030.252+00.053,G030.252+00.051,30.252,0.053,42,4.5,5.2,4.0,27.4,0.916297857297023,1,750.7599999999999,0.22038462748679033,1,3406.5896907668835,3406.5896907668835
G030.599-00.344,G030.502-00.290,30.6,-0.343,434,7.3,4.3,-43.0,26.7,15.359867044912319,1,712.89,0.2197558557955514,1,3244.0091182973215,3244.0091182973215
G030.690-00.258,G030.694-00.261,30.69,-0.258,101,8.4,4.5,-37.0,22.5,4.113159270533304,1,506.25,0.21602071947975535,1,2343.525200819655,2343.525200819655
G030.533+00.021,G030.539+00.024,30.533,0.021,30,11.4,5.9,4.0,27.7,1.658062789394613,1,767.29,0.18043567202907038,1,4252.429640832774,4252.429640832774
G030.547+00.014,G030.539+00.024,30.547,0.014,24,11.4,6.0,2.0,27.7,1.3264502315156903,1,767.29,0.17770701861378477,1,4317.724792106107,4317.724792106107
G030.585-00.097,G030.602-00.106,30.586,-0.097,103,7.3,4.4,-12.0,31.5,3.645314068262601,1,992.25,0.262594868838407,1,3778.6343822681506,3778.6343822681506
G030.545+00.027,G030.539+00.024,30.545,0.027,30,11.4,5.9,5.0,27.7,1.658062789394613,1,767.29,0.17923676833490457,1,4280.873880555108,4280.873880555108
G030.758-00.047,G030.776-00.029; W43,30.759,-0.046,346,5.7,4.6,-4.0,32.3,9.561495418842268,1,1043.2899999999997,0.26159641046628707,1,3988.1663442566714,3988.1663442566714
G031.403-00.268,G031.401-00.259,31.403,-0.267,50,9.1,4.8,-42.0,32.6,2.2059022490483886,2,1062.76,0.1917757474844479,2,5541.6809160719595,2770.8404580359797
G031.394-00.258,G031.401-00.259,31.394,-0.258,50,9.1,4.8,-41.0,32.6,2.2059022490483886,2,1062.76,0.19305852363716733,2,5504.859251888524,2752.429625944262
G031.470-00.344,G031.470-00.344,31.47,-0.344,85,9.0,4.8,-53.0,22.7,3.7088246604879505,1,515.29,0.17821547897873988,1,2891.387453844406,2891.387453844406
G030.468+00.394,G030.467+00.429,30.468,0.394,346,3.8,5.6,25.0,103.9,6.374330279228179,1,10795.210000000001,0.17090171280152483,1,63166.189636360876,63166.189636360876
G030.425+00.463,G030.420+00.460,30.425,0.463,20,13.0,7.1,105.0,13.8,1.2605155708847935,1,190.44000000000003,0.06531252666393667,1,2915.8265608051333,2915.8265608051333
G030.881+00.074,G030.883+00.071,30.881,0.074,42,4.7,5.1,6.0,22.7,0.9570222065102241,1,515.29,0.2237685864950455,1,2302.780779336107,2302.780779336107
G030.867+00.113,G030.870+00.110,30.867,0.113,60,2.8,6.3,5.0,28.7,0.8144869842640204,1,823.6899999999999,0.1598797460796939,1,5151.934627100434,5151.934627100434
G030.760+00.206,G030.760+00.206,30.76,0.206,42,7.3,4.5,26.0,30.3,1.4864387462818374,1,918.09,0.2324575574902806,1,3949.495167686199,3949.495167686199
G030.906+00.161,G030.902+00.164,30.906,0.161,42,7.3,4.4,20.0,26.6,1.4864387462818374,1,707.5600000000001,0.2489567255790968,1,2842.10036243909,2842.10036243909
G031.016-00.039,G030.999-00.038,31.017,-0.039,225,8.0,4.4,-5.0,21.4,8.726646259971648,1,457.9599999999999,0.27513973296935745,1,1664.4633439802144,1664.4633439802144
G030.955+00.078,G030.950+00.078,30.955,0.079,37,6.6,4.4,9.0,32.7,1.183915009269487,1,1069.2900000000002,0.267899637073093,1,3991.3827867868968,3991.3827867868968
G031.159+00.045,G031.159+00.048,31.159,0.046,42,11.9,6.4,9.0,32.2,2.423098778185461,1,1036.8400000000001,0.15128777993447737,1,6853.428614320699,6853.428614320699
G031.165-00.105,G031.165-00.127,31.165,-0.104,190,11.7,6.2,-21.0,24.6,10.777408131064986,1,605.1600000000001,0.1478689942165478,1,4092.5415311459356,4092.5415311459356
G031.244-00.113,G031.239-00.108,31.244,-0.113,24,13.1,7.3,-25.0,31.1,1.524254213408381,1,967.21,0.10514857254086711,1,9198.508135943392,9198.508135943392
G031.241-00.109,G031.239-00.108,31.242,-0.109,24,13.1,7.3,-24.0,31.1,1.524254213408381,1,967.21,0.10585190486060611,1,9137.3887061711,9137.3887061711
G031.269+00.064,G031.275+00.056,31.27,0.064,24,7.3,4.4,8.0,30.3,0.849393569303907,2,918.09,0.2696916012305391,2,3404.2216954883734,1702.1108477441867
G031.279+00.061,G031.275+00.056,31.279,0.062,51,7.3,4.4,7.0,30.3,1.8049613347708025,2,918.09,0.27149555172576695,2,3381.6023657262244,1690.8011828631122
G031.138+00.285,G031.130+00.284,31.138,0.286,167,7.3,4.4,36.0,28.5,5.910363586406354,1,812.25,0.22376858649504547,1,3629.8660715631067,3629.8660715631067
G031.577+00.103,G031.580+00.101,31.578,0.104,117,6.5,4.5,11.0,29.9,3.687008044838021,1,894.0099999999999,0.25690533222515605,1,3479.919985531771,3479.919985531771
G031.054+00.491,G031.050+00.480,31.054,0.491,168,12.6,6.9,107.0,22.2,10.262536001726657,1,492.84,0.06823743907160662,1,7222.428137767983,7222.428137767983
G031.268+00.478,G031.274+00.485,31.268,0.479,83,15.3,9.2,127.0,22.1,6.156648936409998,1,488.4100000000001,0.030954462835514243,1,15778.338735687712,15778.338735687712
G031.412+00.309,G031.410+00.310,31.413,0.309,60,6.6,4.5,35.0,25.8,1.9198621771937625,1,665.64,0.21892028320796778,1,3040.558829204792,3040.558829204792
G031.677+00.179,G031.677+00.179,31.677,0.179,164,7.2,4.5,22.0,25.5,5.7246799465414,1,650.25,0.23873981687080315,1,2723.676379260567,2723.676379260567
G031.727+00.698,G031.727+00.698,31.727,0.698,42,19.7,13.3,240.0,22.0,4.011348397500301,1,484.0,0.004516580942612667,1,107160.70544282658,107160.70544282658
G031.881+01.417,S69,31.881,1.417,652,3.4,5.9,84.0,27.8,10.747349682836193,1,772.84,0.10585190486060612,1,7301.143999418195,7301.143999418195
G032.272-00.226,G032.272-00.226,32.272,-0.226,42,12.8,7.2,-50.0,26.0,2.6063583496448652,1,676.0,0.09158606108191025,1,7381.035847752176,7381.035847752176
G032.587-00.330,G032.584-00.336,32.587,-0.33,104,7.2,4.6,-41.0,18.2,3.6302848441482056,1,331.23999999999995,0.2044117273844702,1,1620.454972120965,1620.454972120965
G032.030+00.048,G032.029+00.051,32.03,0.049,42,7.2,4.7,6.0,21.4,1.4660765716752369,1,457.9599999999999,0.250860783067853,1,1825.5543748188438,1825.5543748188438
G032.057+00.077,G032.058+00.077,32.058,0.077,67,7.2,4.6,9.0,16.3,2.3387411976724013,1,265.69,0.25302026003129235,1,1050.07401370602,1050.07401370602
G032.099+00.089,G032.110+00.090,32.1,0.089,60,8.5,4.7,13.0,22.7,2.4725497736586335,1,515.29,0.2394229060102325,1,2152.2167974102586,2152.2167974102586
G031.915+00.196,G031.913+00.198,31.916,0.197,59,7.2,4.5,24.0,31.6,2.0594885173533086,1,998.5600000000001,0.23557774662616965,1,4238.770487878811,4238.770487878811
G032.152+00.131,G032.160+00.130,32.152,0.131,60,6.1,4.7,13.0,25.6,1.7744180728609016,1,655.3600000000001,0.2394229060102325,1,2737.248540338038,2737.248540338038
G032.582+00.001,G032.587+00.006,32.582,0.001,83,9.4,5.1,0.0,21.0,3.7825163400166,1,441.0,0.2329007557498447,1,1893.5103863452966,1893.5103863452966
G032.473+00.204,G032.470+00.202,32.473,0.204,42,11.2,6.1,39.0,28.7,2.280563555939257,1,823.6899999999999,0.13494916286199587,1,6103.705888433977,6103.705888433977
G032.733+00.209,G032.733+00.209,32.733,0.209,42,13.2,7.6,47.0,19.7,2.6878070480712677,1,388.09,0.08334539629184687,1,4656.405959617044,4656.405959617044
G032.800+00.190,G032.800+00.190,32.8,0.19,111,13.1,7.5,43.0,30.1,7.049675737013763,1,906.0100000000001,0.08807876486668711,1,10286.361319567828,10286.361319567828
G032.870-00.427,G032.876-00.423,32.87,-0.427,126,10.9,6.0,-81.0,18.3,6.658431096358367,1,334.89000000000004,0.10494848017021029,1,3190.9942807829134,3190.9942807829134
G032.982-00.338,G032.976-00.334,32.983,-0.338,131,11.0,6.0,-64.0,20.2,6.986165144788414,1,408.03999999999996,0.11754284413160027,1,3471.415065838979,3471.415065838979
G032.835+00.017,G032.840+00.019,32.835,0.017,102,7.1,4.6,2.0,20.3,3.5110206785952593,1,412.09000000000003,0.26510771931224103,1,1554.4247488118021,1554.4247488118021
G032.823+00.072,G032.849+00.074,32.824,0.072,167,7.1,4.6,9.0,19.4,5.748435816915769,1,376.35999999999996,0.25302026003129235,1,1487.469817450403,1487.469817450403
G032.990+00.040,G032.990+00.040,32.99,0.04,60,8.6,4.8,5.0,23.7,2.5016385945252058,1,561.6899999999999,0.2454254841360538,1,2288.6376367037014,2288.6376367037014
G033.051-00.078,G033.129-00.094,33.051,-0.078,466,7.1,4.7,-9.0,25.2,16.04054545319011,1,635.04,0.24589340674780327,1,2582.582462860905,2582.582462860905
G033.134-00.093,G033.130-00.090,33.134,-0.093,37,5.6,4.9,-9.0,45.5,1.0045339472589587,1,2070.25,0.23223627472975877,1,8914.412713556665,8914.412713556665
G033.080+00.073,G033.091+00.073,33.08,0.073,110,8.7,4.9,11.0,23.9,4.63966692821826,1,571.2099999999999,0.22916034284846348,1,2492.6215107721455,2492.6215107721455
G033.205-00.013,G033.200-00.010,33.205,-0.012,64,7.1,4.7,-1.0,23.5,2.2029933669617314,1,552.25,0.259363737786042,1,2129.2490797444084,2129.2490797444084
G033.643-00.229,G033.645-00.227,33.643,-0.228,42,7.1,4.7,-28.0,17.4,1.4457143970686364,1,302.75999999999993,0.21663880409296501,1,1397.5335640704434,1397.5335640704434
G032.928+00.606,G032.928+00.607,32.928,0.606,65,19.2,12.9,202.0,27.4,6.05047474024701,1,750.7599999999999,0.006523260493295278,1,115089.68571340118,115089.68571340118
G033.263+00.066,G033.265+00.068,33.263,0.067,42,7.1,4.7,8.0,21.9,1.4457143970686364,1,479.60999999999996,0.24753817258719912,1,1937.519353024431,1937.519353024431
G033.419-00.005,G033.418-00.004,33.419,-0.004,60,9.3,5.2,0.0,57.6,2.705260340591211,1,3317.76,0.22634061105772565,1,14658.262096649736,14658.262096649736
G034.757-00.669,G034.758-00.681,34.757,-0.668,401,3.4,6.0,-39.0,29.4,6.609949728247414,1,864.3599999999999,0.13886046287270956,1,6224.665985683343,6224.665985683343
G033.813-00.150,G033.810-00.154,33.813,-0.149,60,10.8,6.0,-28.0,17.3,3.141592653589793,1,299.29,0.14942624072865815,1,2002.927990027389,2002.927990027389
G033.809-00.190,G033.810-00.190,33.809,-0.19,60,11.4,6.4,-37.0,22.4,3.316125578789226,1,501.75999999999993,0.12552653666427205,1,3997.2424423847997,3997.2424423847997
G033.809-00.186,G033.810-00.190,33.81,-0.185,17,11.4,6.4,-36.0,22.4,0.9395689139902808,1,501.75999999999993,0.12636617592981292,1,3970.682789979263,3970.682789979263
G033.941-00.039,G033.943-00.036,33.942,-0.039,118,10.4,5.8,-7.0,31.1,5.949633494576225,1,967.21,0.18198891073128745,1,5314.664482101973,5314.664482101973
G033.882+00.057,G033.882+00.057,33.882,0.057,42,11.4,6.4,11.0,27.7,2.321287905152458,1,767.29,0.14928399776869664,1,5139.8007252515645,5139.8007252515645
G033.914+00.107,G033.910+00.110,33.915,0.108,73,7.1,4.7,13.0,33.0,2.512789309190725,1,1089.0,0.2394229060102325,1,4548.436981854435,4548.436981854435
G034.041+00.052,G034.041+00.053,34.041,0.053,42,11.6,6.6,10.0,23.1,2.362012254365659,1,533.61,0.1419357267483338,1,3759.5185667815954,3759.5185667815954
G034.045+00.053,G034.041+00.053,34.046,0.053,9,11.6,6.6,10.0,23.1,0.5061454830783555,1,533.61,0.1419357267483338,1,3759.5185667815954,3759.5185667815954
G034.089+00.438,G034.090+00.440,34.089,0.438,65,11.8,6.8,90.0,21.8,3.7185209341101415,1,475.24,0.078641388817161,1,6043.128270597046,6043.128270597046
G034.133+00.471,G034.133+00.471,34.133,0.471,42,11.7,6.7,96.0,25.7,2.38237442897226,1,660.49,0.07774774634294572,1,8495.294475631166,8495.294475631166
G034.256+00.136,G034.260+00.150; NRAO584,34.256,0.136,101,3.5,5.9,8.0,25.5,1.7138163627222098,1,650.25,0.1756876425296637,1,3701.17095680312,3701.17095680312
G034.333+00.212,G034.325+00.211,34.333,0.213,147,10.0,5.6,37.0,18.5,7.12676111231018,1,342.25,0.15776216471256174,1,2169.404816570373,2169.404816570373
G034.404+00.227,G034.400+00.230,34.404,0.228,60,1.6,7.3,6.0,16.9,0.46542113386515455,1,285.60999999999996,0.11934768946401299,1,2393.09199267004,2393.09199267004
G035.040-00.500,G035.040-00.510,35.04,-0.5,133,10.7,6.2,-93.0,25.9,6.899383495869807,1,670.81,0.09149887778427807,1,7331.346747022759,7331.346747022759
G035.051-00.520,G035.040-00.510,35.051,-0.52,52,10.7,6.2,-97.0,25.9,2.6975033216934583,1,670.81,0.08909115338035663,1,7529.479353983807,7529.479353983807
G034.686+00.068,G034.686+00.068,34.686,0.068,42,10.6,6.0,12.0,26.4,2.158390508299654,1,696.9599999999999,0.16624615720233937,1,4192.337505592535,4192.337505592535
G034.756+00.022,G034.750+00.020,34.757,0.022,60,4.9,5.3,1.0,27.5,1.4253522224620356,1,756.25,0.21850368907460546,1,3461.0399632282065,3461.0399632282065
G034.924-00.082,G034.863-00.080,34.925,-0.082,300,10.8,6.2,-15.0,20.1,15.707963267948966,1,404.01000000000005,0.15390364234957488,1,2625.084070995127,2625.084070995127
G034.940+00.073,G034.932-00.018,34.94,0.074,346,10.9,6.3,14.0,34.5,18.28426316936504,1,1190.25,0.15056907449631105,1,7905.009737103493,7905.009737103493
G035.467+00.004,G035.473-00.000,35.467,0.004,116,10.0,5.8,0.0,21.5,5.6238387008706185,1,462.25,0.1906830111475015,1,2424.180304360884,2424.180304360884
G035.576-00.032,G035.580-00.030,35.577,-0.031,38,10.4,6.0,-5.0,29.7,1.915983667744886,1,882.0899999999999,0.1741881838825307,1,5064.0059522916035,5064.0059522916035
G035.543+00.006,G035.541+00.005,35.543,0.007,68,10.1,5.9,1.0,21.2,3.329700361860293,1,449.44,0.18408071439268583,1,2441.5376780928977,2441.5376780928977
G035.197-01.756,G035.200-01.740; W48,35.197,-1.756,360,3.3,6.1,-100.0,23.8,5.759586531581288,1,566.44,0.08985807394489574,1,6303.718465492169,6303.718465492169
G035.243-01.750,G035.200-01.740; W48,35.244,-1.75,124,3.3,6.1,-99.0,23.8,1.9838575831002212,1,566.44,0.09045912906212404,1,6261.833447578184,6261.833447578184
G035.559-00.824,G035.673-00.847,35.56,-0.823,876,9.9,5.8,-141.0,26.3,42.0449816805434,1,691.69,0.07448609188419326,1,9286.163127948776,9286.163127948776
G035.649-00.053,G035.670-00.050,35.65,-0.052,332,10.4,6.1,-9.0,34.9,16.73964678135006,1,1218.01,0.16482727973104772,1,7389.61415845395,7389.61415845395
G035.948-00.149,G035.950-00.146,35.949,-0.148,42,3.4,6.1,-8.0,16.8,0.6923139366244174,1,282.24,0.1659297992442294,1,1700.9602933622277,1700.9602933622277
G028.746+03.458,G028.790+03.486; S64; W40,28.746,3.459,1206,0.1,8.5,6.0,25.8,0.5846852994181004,1,665.64,0.08470578086661991,1,7858.259414999495,7858.259414999495
G034.997+00.330,G035.040+00.340,34.997,0.331,158,10.2,5.8,58.0,20.9,7.813257284761281,2,436.80999999999995,0.12953430573042424,2,3372.156877955186,1686.078438977593
G035.063+00.330,G035.040+00.340,35.064,0.33,158,10.2,5.9,58.0,20.9,7.813257284761281,2,436.80999999999995,0.12588569675339933,2,3469.8938105389216,1734.9469052694608
G035.467+00.139,G035.470+00.140,35.468,0.139,88,5.3,5.2,12.0,28.6,2.2611710086948755,1,817.96,0.20893871791852628,1,3914.832100764378,3914.832100764378
G035.571+00.071,G035.580+00.070,35.571,0.072,60,10.7,6.2,13.0,26.1,3.112503832723221,2,681.21,0.15596943224265236,2,4367.586585429091,2183.7932927145457
G035.579+00.065,G035.580+00.070,35.579,0.066,16,3.2,6.2,3.0,26.1,0.24822460472808242,2,681.21,0.16672182542536654,2,4085.9077583993076,2042.9538791996538
G035.187+00.892,G035.286+00.831,35.187,0.893,972,8.9,5.3,139.0,25.3,41.94026192542374,1,640.09,0.08707788064344059,1,7350.776055528825,7350.776055528825
G036.192-00.171,G036.179-00.162,36.193,-0.171,229,6.9,5.2,-20.0,14.6,7.660540975211777,1,213.16,0.19808726381359862,1,1076.091394753097,1076.091394753097
G036.459-00.183,G036.459-00.179,36.459,-0.183,301,8.9,5.4,-28.0,17.8,12.98767370324336,1,316.84000000000003,0.17736885122094664,1,1786.3339465694319,1786.3339465694319
G036.405+00.021,G036.410+00.020,36.405,0.022,60,3.5,6.0,1.0,22.3,1.0181087303300256,1,497.29,0.17889568990636895,1,2779.776305735892,2779.776305735892
G036.267+00.697,G036.289+00.734; S72,36.268,0.698,359,5.1,5.3,61.0,11.6,8.876453687434493,1,134.56,0.14646740291944654,1,918.7027100767581,918.7027100767581
G037.175-00.440,G037.182-00.436,37.176,-0.439,163,11.1,6.7,-85.0,19.3,8.771733932314833,1,372.49,0.08366350810598422,1,4452.23979286325,4452.23979286325
G037.200-00.430,G037.200-00.430,37.2,-0.43,60,11.0,6.6,-82.0,20.4,3.199770295322937,1,416.15999999999997,0.08782747041580356,1,4738.38080534216,4738.38080534216
G036.993-00.231,G036.996-00.231,36.993,-0.23,49,6.8,5.3,-27.0,28.0,1.6153991854569738,1,784.0,0.1837304181818578,1,4267.12140405619,4267.12140405619
G037.028-00.202,G037.076-00.244,37.029,-0.202,420,6.8,5.2,-23.0,12.0,13.846278732488349,1,144.0,0.1941648731890546,1,741.6377516431099,741.6377516431099
G037.362-00.234,G037.370-00.240,37.363,-0.234,129,10.9,6.6,-44.0,25.2,6.816965170081185,1,635.04,0.11314924052333893,1,5612.410627440423,5612.410627440423
G036.870+00.462,G036.870+00.462,36.87,0.462,42,16.5,11.0,133.0,26.4,3.3597588100890845,1,696.9599999999999,0.017782795935854117,1,39192.93695513717,39192.93695513717
G037.259-00.083,G037.259-00.083,37.259,-0.083,81,10.8,6.5,-15.0,32.5,4.241150082346221,1,1056.25,0.1412614490325242,1,7477.270035342819,7477.270035342819
G037.347-00.147,G037.370-00.067,37.347,-0.146,594,10.0,6.1,-25.0,18.7,28.797932657906436,1,349.69,0.14815091785709458,1,2360.363371743054,2360.363371743054
G036.918+00.482,G036.914+00.485,36.919,0.482,29,17.4,11.8,146.0,23.3,2.446369834878719,1,542.89,0.012974597069814929,1,41842.53253328535,41842.53253328535
G037.344+00.684,G037.350+00.687,37.344,0.684,60,10.5,6.4,125.0,18.7,3.0543261909900767,1,349.69,0.06981511384624162,1,5008.800827427498,5008.800827427498
