WISE,HIIName,GLON,GLAT,Rad,Dist,RGal,Z,DV1,R_pc,group_multiplicity,driving_proxy,ambient_resistance_proxy,existing_bubble_strength,choke_B1,choke_B2
G299.013+00.129,G299.016+00.148,299.013,0.13,64,10.6,9.8,23.0,25.0,3.288976012647092,1,625.0,0.052165530715266216,1,11981.091564301752,11981.091564301752
G298.529-00.251,G298.559-00.114,298.529,-0.251,974,10.5,9.8,-45.0,23.0,49.58189516707224,1,529.0,0.045049202393557794,1,11742.716227882627,11742.716227882627
G298.224-00.334,G298.228-00.331,298.224,-0.334,303,11.1,10.3,-64.0,36.0,16.305738536757023,1,1296.0,0.03440601726092614,1,37667.829733720086,37667.829733720086
G299.043+00.186,G299.016+00.148,299.043,0.186,292,10.6,9.8,34.0,25.0,15.005953057702358,1,625.0,0.04847695897185985,1,12892.722919414215,12892.722919414215
G299.349-00.267,G299.363-00.257; RCW64,299.349,-0.266,140,4.2,7.4,-19.0,11.0,2.8507044449240713,1,121.0,0.10635716359264041,1,1137.6760710114766,1137.6760710114766
G301.116+00.968,G301.109+00.969,301.116,0.968,180,4.4,7.3,74.0,32.0,3.839724354387525,1,1024.0,0.07584620411650214,1,13501.005250402564,13501.005250402564
G300.965+01.162,G300.956+01.161,300.965,1.163,111,4.4,7.3,88.0,26.0,2.3678300185389736,1,676.0,0.06908753519606955,1,9784.688338953192,9784.688338953192
G301.996+00.947,G301.814+01.077,301.996,0.948,1154,4.5,7.2,74.0,21.0,25.176374460018206,1,441.0,0.07804449310682986,1,5650.622900405603,5650.622900405603
G302.805+01.287,G302.804+01.306; RCW71,302.805,1.287,197,4.6,7.3,103.0,18.0,4.393381578214615,1,324.0,0.06251298696528004,1,5182.923032936354,5182.923032936354
G297.497-00.758,G297.506-00.765,297.497,-0.757,216,10.2,9.8,-135.0,31.0,10.681415022205297,1,961.0,0.02472352647033938,1,38869.85949002478,38869.85949002478
